"Person","time","t1ambiv","pospexpress","posRel"
110,3,0,10,10
110,4,0,10,9
110,5,0,10,10
110,6,0,10,10
110,7,0,0,9.333333
110,8,0,10,9
110,10,0,8,9.333333
110,11,0,10,10
110,12,0,10,10
110,13,0,10,10
110,14,0,10,9.333333
110,16,0,10,10
110,17,0,10,9.333333
110,18,0,10,9.333333
110,20,0,3,9.666667
