"Person","time","MeanSC","IBI","empathy","conflict"
32,13,5.512624,NA,1,2.4
32,14,4.884786,507.8889,1,2.4
32,15,4.242403,706,1,2.4
32,16,5.04213,544.9412,1,2.4
32,17,5.985155,524,1,2.4
32,18,5.10417,NA,1,2.4
32,19,5.024072,NA,1,2.4
32,20,4.698293,681.2857,1,2.4
32,21,4.815534,NA,1,2.4
32,22,5.251022,757.3333,1,2.4
32,23,6.701933,534.2222,1,2.4
32,24,5.493398,NA,1,2.4
32,25,5.600863,NA,1,2.4
32,26,7.433661,702,1,2.4
32,27,6.463339,576.75,1,2.4
32,28,6.674585,543.6667,1,2.4
32,29,6.426273,618,1,2.4
32,30,6.393469,615.625,1,2.4
32,31,4.884661,501.5556,1,2.4
32,32,4.715358,639.6,1,2.4
32,33,4.2604,696.2857,1,2.4
32,34,4.060546,639.7333,1,2.4
32,35,4.193588,534.4444,1,2.4
32,36,5.418571,582.6667,1,2.4
32,37,4.878217,521.3333,1,2.4
32,38,4.76884,646.4,1,2.4
32,39,4.750394,627.4667,1,2.4
32,40,4.508507,582,1,2.4
32,41,5.126417,666,1,2.4
32,42,5.873083,673.4286,1,2.4
32,43,7.011405,680.7143,1,2.4
32,44,7.735646,717.3846,1,2.4
32,45,7.747136,670.1429,1,2.4
32,46,8.116369,613.125,1,2.4
32,47,8.560973,614.5333,1,2.4
32,48,7.244481,677.3846,1,2.4
32,49,7.527725,858.5455,1,2.4
32,50,7.789057,716.4615,1,2.4
32,51,7.149318,554.3529,1,2.4
32,52,8.170801,692,1,2.4
32,53,8.090147,676.1538,1,2.4
32,54,7.677952,702.1429,1,2.4
32,55,6.157189,923,1,2.4
32,56,7.990406,665.5714,1,2.4
32,57,7.216212,574.4706,1,2.4
32,58,6.304613,589.75,1,2.4
32,59,5.171109,618.6667,1,2.4
32,60,4.18944,688.1429,1,2.4
32,61,3.744467,672.3077,1,2.4
32,62,3.685687,731.2308,1,2.4
32,63,3.695157,662.1429,1,2.4
32,64,3.904699,673.8571,1,2.4
32,65,3.832896,726.6154,1,2.4
33,1,14.03506,NA,2,0.2
33,2,11.23891,NA,2,0.2
33,3,10.05245,NA,2,0.2
33,4,9.002561,NA,2,0.2
33,5,9.421309,NA,2,0.2
33,6,8.613805,NA,2,0.2
33,7,8.142678,NA,2,0.2
33,8,9.245661,NA,2,0.2
33,9,8.41806,NA,2,0.2
33,10,7.554997,NA,2,0.2
33,11,8.092911,NA,2,0.2
33,12,9.178617,NA,2,0.2
33,13,8.516135,NA,2,0.2
33,14,8.521525,NA,2,0.2
33,15,13.23919,NA,2,0.2
33,16,11.54473,NA,2,0.2
33,17,9.960809,NA,2,0.2
33,18,11.22928,NA,2,0.2
33,19,10.03142,NA,2,0.2
33,20,9.324639,NA,2,0.2
33,21,10.14418,NA,2,0.2
33,22,10.12522,NA,2,0.2
33,23,9.837373,NA,2,0.2
33,24,11.13104,NA,2,0.2
33,25,9.945652,NA,2,0.2
33,26,9.142925,NA,2,0.2
33,27,10.59239,NA,2,0.2
33,28,9.551372,NA,2,0.2
33,29,10.64871,NA,2,0.2
33,30,10.20153,NA,2,0.2
33,31,11.71389,NA,2,0.2
33,32,11.83524,NA,2,0.2
33,33,11.89377,NA,2,0.2
33,34,10.81593,NA,2,0.2
33,35,10.28037,NA,2,0.2
33,36,10.04219,NA,2,0.2
33,37,10.16045,NA,2,0.2
33,38,10.60368,NA,2,0.2
33,39,10.77878,NA,2,0.2
33,40,13.36209,NA,2,0.2
33,41,12.25942,NA,2,0.2
33,42,13.32227,NA,2,0.2
33,43,15.68689,NA,2,0.2
33,44,12.74756,NA,2,0.2
33,45,12.10797,NA,2,0.2
33,46,12.79562,NA,2,0.2
33,47,11.84847,NA,2,0.2
33,48,11.43062,NA,2,0.2
33,49,11.76819,NA,2,0.2
33,50,14.00004,NA,2,0.2
33,51,11.39414,NA,2,0.2
33,52,10.41834,NA,2,0.2
33,53,10.29587,NA,2,0.2
33,54,10.10121,NA,2,0.2
33,55,9.80991,NA,2,0.2
33,56,9.876691,NA,2,0.2
33,57,10.70668,NA,2,0.2
33,58,9.933983,NA,2,0.2
33,59,9.51989,NA,2,0.2
33,60,9.883262,NA,2,0.2
33,61,12.37912,NA,2,0.2
33,62,10.8143,NA,2,0.2
33,63,13.16246,NA,2,0.2
33,64,17.32905,NA,2,0.2
33,65,15.37588,NA,2,0.2
33,66,14.43593,NA,2,0.2
33,67,19.84651,NA,2,0.2
33,68,16.89492,NA,2,0.2
33,69,14.48853,NA,2,0.2
33,70,13.33125,NA,2,0.2
33,71,13.5977,NA,2,0.2
33,72,15.27054,NA,2,0.2
33,73,12.83767,NA,2,0.2
33,74,11.6926,NA,2,0.2
33,75,9.523457,NA,2,0.2
33,76,13.29767,NA,2,0.2
33,77,13.87548,NA,2,0.2
33,78,13.33757,NA,2,0.2
33,79,12.93336,NA,2,0.2
33,80,12.91489,NA,2,0.2
33,81,11.8886,NA,2,0.2
33,82,11.16274,NA,2,0.2
33,83,11.19879,NA,2,0.2
33,84,11.07247,NA,2,0.2
33,85,10.82383,NA,2,0.2
33,86,11.05109,NA,2,0.2
33,87,10.93483,NA,2,0.2
34,1,7.53671,699.0769,1,3.8
34,2,7.484172,687.6923,1,3.8
34,3,8.575753,661,1,3.8
34,4,9.328627,661.8667,1,3.8
34,5,8.832744,652,1,3.8
34,6,8.08948,668.5714,1,3.8
34,7,7.501334,674.9231,1,3.8
34,8,6.81532,607.75,1,3.8
34,9,6.56847,668.4286,1,3.8
34,10,6.375384,689.2308,1,3.8
34,11,6.142498,673.8571,1,3.8
34,12,5.745081,657.4286,1,3.8
34,13,5.492719,684.8571,1,3.8
34,14,6.312678,642.4286,1,3.8
34,15,5.691215,655.8571,1,3.8
34,16,5.41436,652.8,1,3.8
34,17,4.781825,647.2857,1,3.8
34,18,3.632823,640.9333,1,3.8
34,19,2.364474,653.1429,1,3.8
34,20,1.611887,615.0667,1,3.8
34,21,1.545738,629.4667,1,3.8
34,22,1.863901,592.25,1,3.8
34,23,1.700546,758.8333,1,3.8
34,24,2.452763,683.7143,1,3.8
34,25,2.789579,652.1429,1,3.8
34,26,3.597222,622.6667,1,3.8
34,27,3.844337,611.125,1,3.8
34,28,5.120751,693.2308,1,3.8
34,29,6.895843,649.3333,1,3.8
34,30,10.01434,669.8571,1,3.8
34,31,9.369667,708.7143,1,3.8
34,32,8.345887,644,1,3.8
34,33,7.204685,633.0667,1,3.8
34,34,8.013057,595.8667,1,3.8
34,35,8.125717,674.5714,1,3.8
34,36,7.578582,724.1538,1,3.8
34,37,3.846303,686.5714,1,3.8
34,38,5.038306,648.5714,1,3.8
34,39,10.56389,608.75,1,3.8
34,40,9.292785,580.75,1,3.8
34,41,10.96025,659.5714,1,3.8
34,42,8.920102,664.4286,1,3.8
34,43,8.602842,649.3333,1,3.8
34,44,8.994071,635.7333,1,3.8
34,45,8.84645,648.1333,1,3.8
34,46,8.119747,627.1429,1,3.8
34,47,7.341894,634.4,1,3.8
34,48,6.162392,616.4,1,3.8
34,49,6.110616,621.3333,1,3.8
34,50,7.921975,678.8571,1,3.8
34,51,8.446457,691.1429,1,3.8
34,52,9.358599,645.4286,1,3.8
34,53,11.67201,614,1,3.8
34,54,10.31239,615.4667,1,3.8
34,55,9.529858,718.7692,1,3.8
34,56,9.358136,684.5714,1,3.8
34,57,16.3094,644.8571,1,3.8
34,58,13.24953,685.7143,1,3.8
34,59,11.50219,615.4667,1,3.8
34,60,20.12605,732.6154,1,3.8
34,61,14.43511,684.6154,1,3.8
34,62,12.42028,632,1,3.8
34,63,10.2567,667.1429,1,3.8
34,64,9.130394,648.1333,1,3.8
34,65,8.516861,672.6154,1,3.8
34,66,9.535674,640.4,1,3.8
34,67,11.84489,643.6,1,3.8
34,68,10.70144,683.3846,1,3.8
34,69,10.04244,621.4667,1,3.8
34,70,8.846265,631.7333,1,3.8
34,71,8.18687,640.2667,1,3.8
34,72,7.643655,643.4286,1,3.8
34,73,8.374427,637.8667,1,3.8
34,74,7.534116,656.5714,1,3.8
34,75,7.696109,649.0667,1,3.8
34,76,6.912682,634.4286,1,3.8
34,77,7.557766,663.3333,1,3.8
34,78,8.21045,677.2308,1,3.8
34,79,9.722044,629.3333,1,3.8
34,80,10.2299,653.7143,1,3.8
34,81,11.99664,692,1,3.8
34,82,12.1885,663.4286,1,3.8
34,83,10.43142,686.1429,1,3.8
34,84,9.553705,667.8571,1,3.8
34,85,8.166241,644,1,3.8
34,86,6.289172,643,1,3.8
34,87,4.541083,653.4286,1,3.8
34,88,4.012531,652.1333,1,3.8
34,89,3.72747,677.8571,1,3.8
34,90,3.821957,639.7143,1,3.8
34,91,5.841101,644.8,1,3.8
34,92,7.587492,610.2667,1,3.8
34,93,7.278076,624.2667,1,3.8
34,94,7.52049,728.3077,1,3.8
34,95,7.485896,685.3846,1,3.8
34,96,7.010975,665.5714,1,3.8
34,97,6.105373,670.1429,1,3.8
34,98,5.521411,643.7333,1,3.8
34,99,6.090814,660.2857,1,3.8
34,100,8.60503,651.3333,1,3.8
34,101,9.138873,645.8571,1,3.8
34,102,9.504615,685.5714,1,3.8
34,103,9.757188,691.3846,1,3.8
34,104,8.574438,664.5714,1,3.8
34,105,11.12275,660,1,3.8
35,1,10.31535,652.2857,1,2.4
35,2,7.992586,652.6667,1,2.4
35,3,5.902015,662.7692,1,2.4
35,4,4.813495,644.2667,1,2.4
35,5,4.416897,748.5,1,2.4
35,6,3.979591,763.6667,1,2.4
35,7,4.818257,684,1,2.4
35,8,4.333973,610,1,2.4
35,9,4.424975,651.2,1,2.4
35,10,5.668333,550,1,2.4
35,11,6.311383,759.6667,1,2.4
35,12,4.300628,723.6923,1,2.4
35,13,3.267437,734,1,2.4
35,14,4.479024,702.4615,1,2.4
35,15,3.651485,699,1,2.4
35,16,5.921933,696.4615,1,2.4
35,17,7.278373,666.1429,1,2.4
35,18,6.631165,650.2857,1,2.4
35,19,5.825129,674.7143,1,2.4
35,20,4.908958,691.7143,1,2.4
35,21,6.286029,645.7143,1,2.4
35,22,6.037979,642.8,1,2.4
35,23,6.45284,624.9333,1,2.4
35,24,4.933933,761.8333,1,2.4
35,25,4.356574,691.6923,1,2.4
35,26,4.551017,684.7692,1,2.4
35,27,4.779669,609,1,2.4
35,28,4.014345,609.8667,1,2.4
35,29,4.188537,670.4286,1,2.4
35,30,3.861668,655.1429,1,2.4
35,31,4.475237,649.2857,1,2.4
35,32,4.439725,687.5714,1,2.4
35,33,4.100069,676.7143,1,2.4
35,34,4.706388,663.5714,1,2.4
35,35,4.906378,652.2857,1,2.4
35,36,3.524451,713.2308,1,2.4
35,37,5.095591,604.125,1,2.4
35,38,5.61905,596.75,1,2.4
35,39,6.029429,691.8462,1,2.4
35,40,6.607101,663.5714,1,2.4
35,41,6.522288,611.875,1,2.4
35,42,6.27056,675.7143,1,2.4
35,43,5.456435,666.3077,1,2.4
35,44,4.168848,710.4615,1,2.4
35,45,4.218641,670.4286,1,2.4
35,46,4.910895,632.4,1,2.4
35,47,9.037422,631.3333,1,2.4
35,48,5.402726,750.6667,1,2.4
35,49,4.397744,670.7143,1,2.4
35,50,3.139204,691.2857,1,2.4
35,51,1.843665,704.4286,1,2.4
35,52,NA,731.6667,1,2.4
35,53,3.576927,640.5333,1,2.4
35,54,8.672162,562.5882,1,2.4
35,55,5.645746,707.2308,1,2.4
35,56,6.057734,683.7143,1,2.4
35,57,5.476304,710.6154,1,2.4
35,58,5.668623,679.8462,1,2.4
35,59,5.621022,731.2308,1,2.4
35,60,4.636811,739.6923,1,2.4
35,61,3.708259,710.1538,1,2.4
35,62,4.089455,590.9333,1,2.4
35,63,6.089788,684.1429,1,2.4
35,64,4.788041,716.7692,1,2.4
35,65,3.450655,720.6154,1,2.4
35,66,3.894558,709.6923,1,2.4
35,67,3.369374,709.2308,1,2.4
35,68,6.268731,635.4667,1,2.4
35,69,6.28214,759,1,2.4
35,70,10.54681,623.8667,1,2.4
35,71,13.71892,678.2857,1,2.4
35,72,12.68238,668.7143,1,2.4
35,73,9.952159,623.8667,1,2.4
35,74,7.509179,679.7143,1,2.4
35,75,6.867116,666.4286,1,2.4
35,76,8.36547,646.4286,1,2.4
35,77,8.022363,666.4286,1,2.4
35,78,6.080272,642.9333,1,2.4
36,1,15.06756,707.2308,1.333333,2.2
36,2,16.03632,699.3846,1.333333,2.2
36,3,13.16048,690,1.333333,2.2
36,4,10.99552,698,1.333333,2.2
36,5,10.55616,732.3077,1.333333,2.2
36,6,9.873698,757.6667,1.333333,2.2
36,7,9.694086,705.2308,1.333333,2.2
36,8,9.977493,743,1.333333,2.2
36,9,9.818084,754.6154,1.333333,2.2
36,10,9.759468,801.6364,1.333333,2.2
36,11,9.452938,769.6667,1.333333,2.2
36,12,9.086237,815.1667,1.333333,2.2
36,13,8.722987,829.4545,1.333333,2.2
36,14,8.610644,772.3333,1.333333,2.2
36,15,8.758394,828.1818,1.333333,2.2
36,16,9.165298,759.5,1.333333,2.2
36,17,12.8711,663.7143,1.333333,2.2
36,18,12.23897,731.0769,1.333333,2.2
36,19,10.66972,804.1818,1.333333,2.2
36,20,10.38726,709.8571,1.333333,2.2
36,21,10.16935,745.6923,1.333333,2.2
36,22,10.87608,744.3333,1.333333,2.2
36,23,10.68127,783.5,1.333333,2.2
36,24,11.14545,636.9333,1.333333,2.2
36,25,12.40841,749.6667,1.333333,2.2
36,26,10.76341,728.1538,1.333333,2.2
36,27,11.52643,692.5714,1.333333,2.2
36,28,11.6131,677.6923,1.333333,2.2
36,29,11.14591,685,1.333333,2.2
36,30,11.47313,716.6154,1.333333,2.2
36,31,10.34571,709.0769,1.333333,2.2
36,32,10.3276,780.1667,1.333333,2.2
36,33,10.30812,699.8462,1.333333,2.2
36,34,10.88933,680.7692,1.333333,2.2
36,35,9.654639,699.5714,1.333333,2.2
36,36,8.898631,719.6667,1.333333,2.2
36,37,8.706133,716.9231,1.333333,2.2
36,38,8.31358,788.3333,1.333333,2.2
36,39,9.156844,737.1667,1.333333,2.2
36,40,9.688077,770.3333,1.333333,2.2
36,41,14.74552,749.2308,1.333333,2.2
36,42,12.56494,727,1.333333,2.2
36,43,10.69733,726,1.333333,2.2
36,44,10.10369,713.6923,1.333333,2.2
36,45,9.556669,684,1.333333,2.2
36,46,10.5561,750.1667,1.333333,2.2
36,47,11.71478,778.6667,1.333333,2.2
36,48,12.45455,821.2727,1.333333,2.2
36,49,9.468293,757.3333,1.333333,2.2
36,50,10.32327,713.0769,1.333333,2.2
36,51,10.33199,776,1.333333,2.2
36,52,9.417097,748.1538,1.333333,2.2
36,53,8.935778,703.6923,1.333333,2.2
36,54,8.96483,852.3636,1.333333,2.2
36,55,8.839316,821.4545,1.333333,2.2
36,56,9.161697,769.5,1.333333,2.2
36,57,8.92975,726.3077,1.333333,2.2
36,58,9.118272,704,1.333333,2.2
36,59,9.207279,721.8462,1.333333,2.2
36,60,10.37074,703.6923,1.333333,2.2
36,61,12.36502,697.8462,1.333333,2.2
36,62,12.02415,668.5714,1.333333,2.2
36,63,11.19942,597.125,1.333333,2.2
36,64,10.60389,675.7143,1.333333,2.2
36,65,9.954068,759.3846,1.333333,2.2
36,66,9.500461,697.2308,1.333333,2.2
36,67,9.569671,677.8571,1.333333,2.2
36,68,9.579645,723,1.333333,2.2
36,69,9.326189,726.4615,1.333333,2.2
36,70,8.835794,704.7692,1.333333,2.2
36,71,9.454043,673.7143,1.333333,2.2
36,72,9.887035,686.4286,1.333333,2.2
36,73,9.776089,718,1.333333,2.2
36,74,10.2064,735.3333,1.333333,2.2
36,75,10.74353,735.3846,1.333333,2.2
36,76,10.73125,718.3077,1.333333,2.2
36,77,11.4389,717.2308,1.333333,2.2
36,78,13.49077,651.1429,1.333333,2.2
36,79,13.04233,736,1.333333,2.2
36,80,11.71496,743,1.333333,2.2
36,81,10.84192,740.9231,1.333333,2.2
36,82,10.74202,658.2857,1.333333,2.2
36,83,11.16904,715.5385,1.333333,2.2
36,84,11.01354,666.5714,1.333333,2.2
36,85,11.65169,664.5714,1.333333,2.2
36,86,12.21162,651.8571,1.333333,2.2
36,87,11.93907,685.8571,1.333333,2.2
36,88,11.40347,660.7143,1.333333,2.2
36,89,10.64344,725.2308,1.333333,2.2
36,90,11.44728,747,1.333333,2.2
36,91,12.01541,696.4615,1.333333,2.2
36,92,11.17064,806.5,1.333333,2.2
36,93,11.42542,743.1667,1.333333,2.2
39,1,NA,832.7273,2.666667,1
39,2,NA,838.6,2.666667,1
39,3,NA,831.0909,2.666667,1
39,4,NA,838.9091,2.666667,1
39,5,NA,874.1818,2.666667,1
39,6,NA,770.6667,2.666667,1
39,7,NA,787.6667,2.666667,1
39,8,NA,829.6364,2.666667,1
39,9,NA,859.8,2.666667,1
39,10,NA,782.1667,2.666667,1
39,11,NA,763.5,2.666667,1
39,12,NA,820.5455,2.666667,1
39,13,NA,801,2.666667,1
39,14,NA,862.9091,2.666667,1
39,15,NA,702.7692,2.666667,1
39,16,NA,892.4,2.666667,1
39,17,NA,728.9231,2.666667,1
39,18,NA,629.6,2.666667,1
39,19,NA,845.2727,2.666667,1
39,20,NA,699.8462,2.666667,1
39,21,NA,770.8333,2.666667,1
39,22,NA,815.8182,2.666667,1
39,23,NA,794.6667,2.666667,1
39,24,NA,728.4615,2.666667,1
39,25,NA,615.3333,2.666667,1
39,26,NA,791.8182,2.666667,1
39,27,NA,754.7692,2.666667,1
39,28,NA,801.4545,2.666667,1
39,29,NA,763.5,2.666667,1
39,30,NA,773.6667,2.666667,1
39,31,NA,829.6364,2.666667,1
39,32,NA,786.8333,2.666667,1
39,33,NA,837.8182,2.666667,1
39,34,NA,805.6364,2.666667,1
39,35,NA,828.9091,2.666667,1
39,36,NA,579.2941,2.666667,1
39,37,NA,702.9231,2.666667,1
39,38,NA,842.5455,2.666667,1
39,39,NA,855.2727,2.666667,1
39,40,NA,846.9091,2.666667,1
39,41,NA,762.1667,2.666667,1
39,42,NA,939.4,2.666667,1
39,43,NA,875,2.666667,1
39,44,NA,678.4286,2.666667,1
39,45,NA,855.2727,2.666667,1
39,46,NA,797.8333,2.666667,1
39,47,NA,720.4615,2.666667,1
39,48,NA,597.2,2.666667,1
39,49,NA,743.3846,2.666667,1
39,50,NA,804.9091,2.666667,1
39,51,NA,821.0909,2.666667,1
39,52,NA,777,2.666667,1
39,53,NA,732.6154,2.666667,1
39,54,NA,850.3636,2.666667,1
39,55,NA,826.7273,2.666667,1
39,56,NA,845.4545,2.666667,1
39,57,NA,811.5,2.666667,1
39,58,NA,845.6,2.666667,1
39,59,NA,871.6364,2.666667,1
39,60,NA,791.2727,2.666667,1
39,61,NA,766.3333,2.666667,1
39,62,NA,809,2.666667,1
39,63,NA,876.8,2.666667,1
39,64,NA,761.3333,2.666667,1
39,65,NA,782.6667,2.666667,1
39,66,NA,789.5,2.666667,1
39,67,NA,796.3636,2.666667,1
39,68,NA,810.5,2.666667,1
40,1,13.92976,893.6,2.666667,1.6
40,2,14.09838,865.4,2.666667,1.6
40,3,13.2972,840.1818,2.666667,1.6
40,4,12.9959,816.5,2.666667,1.6
40,5,13.03718,828.1818,2.666667,1.6
40,6,13.24848,857.8,2.666667,1.6
40,7,13.60007,902.1818,2.666667,1.6
40,8,13.6161,927.5556,2.666667,1.6
40,9,13.69049,887.4545,2.666667,1.6
40,10,13.99048,808,2.666667,1.6
40,11,13.88652,884.4,2.666667,1.6
40,12,14.89092,779.5,2.666667,1.6
40,13,15.37368,790.1818,2.666667,1.6
40,14,15.75772,848,2.666667,1.6
40,15,15.95584,888.3636,2.666667,1.6
40,16,15.6326,814.5455,2.666667,1.6
40,17,15.67066,830.3636,2.666667,1.6
40,18,15.59251,856.7273,2.666667,1.6
40,19,14.97733,854.8,2.666667,1.6
40,20,14.17404,859.2727,2.666667,1.6
40,21,14.77264,723.3333,2.666667,1.6
40,22,15.80851,815.4545,2.666667,1.6
40,23,15.74333,762.6667,2.666667,1.6
40,24,15.03645,742.4615,2.666667,1.6
40,25,14.84508,831.4545,2.666667,1.6
40,26,15.23636,702.4615,2.666667,1.6
40,27,14.94992,748,2.666667,1.6
40,28,15.25429,699.3846,2.666667,1.6
40,29,14.58406,729.2308,2.666667,1.6
40,30,14.54195,689.1429,2.666667,1.6
40,31,14.31008,799.4545,2.666667,1.6
40,32,13.50079,752.5,2.666667,1.6
40,33,13.0601,860,2.666667,1.6
40,34,13.5336,795.0909,2.666667,1.6
40,35,13.5788,823,2.666667,1.6
40,36,14.16343,714.6154,2.666667,1.6
40,37,14.18895,833.0909,2.666667,1.6
40,38,13.31993,810.9091,2.666667,1.6
40,39,14.56665,782.8333,2.666667,1.6
40,40,15.89893,752.8333,2.666667,1.6
40,41,16.18951,705.3846,2.666667,1.6
40,42,15.84936,720.9231,2.666667,1.6
40,43,15.09695,806.9091,2.666667,1.6
40,44,15.42762,865.2727,2.666667,1.6
40,45,14.80645,707.8462,2.666667,1.6
40,46,16.57113,768.5,2.666667,1.6
40,47,15.69361,765.1667,2.666667,1.6
40,48,16.35962,824.3636,2.666667,1.6
40,49,16.72379,824.3636,2.666667,1.6
40,50,17.48809,829.0909,2.666667,1.6
40,51,17.47053,816.6667,2.666667,1.6
40,52,17.05227,784,2.666667,1.6
40,53,16.83222,762.5,2.666667,1.6
40,54,22.24871,784.3333,2.666667,1.6
40,55,NA,748.8333,2.666667,1.6
40,56,21.25745,856.7273,2.666667,1.6
40,57,19.28958,811.6364,2.666667,1.6
40,58,17.31261,890.2,2.666667,1.6
40,59,16.80075,811.0909,2.666667,1.6
40,60,17.67753,765.3333,2.666667,1.6
40,61,18.18828,844.1818,2.666667,1.6
40,62,16.75286,883.2,2.666667,1.6
40,63,16.10254,879.6364,2.666667,1.6
40,64,15.88711,909.6,2.666667,1.6
40,65,17.53847,775.1667,2.666667,1.6
40,66,19.17201,730.1667,2.666667,1.6
40,67,19.20096,821.6364,2.666667,1.6
40,68,17.75515,734.6154,2.666667,1.6
40,69,16.79932,747.8333,2.666667,1.6
40,70,14.89185,777.8333,2.666667,1.6
40,71,13.86317,832.9091,2.666667,1.6
40,72,14.75831,859.2727,2.666667,1.6
40,73,14.19123,911.4,2.666667,1.6
40,74,12.93784,909,2.666667,1.6
40,75,13.59967,902,2.666667,1.6
40,76,15.21957,897.2,2.666667,1.6
40,77,14.16268,938,2.666667,1.6
40,78,13.94241,897,2.666667,1.6
40,79,14.87438,859.6364,2.666667,1.6
40,80,19.47865,784.3333,2.666667,1.6
40,81,NA,667.1429,2.666667,1.6
40,82,NA,615.7333,2.666667,1.6
40,83,20.55598,626,2.666667,1.6
40,84,18.02312,710,2.666667,1.6
40,85,16.9519,737.1667,2.666667,1.6
40,86,17.11298,670.8571,2.666667,1.6
40,87,18.75464,508.9474,2.666667,1.6
40,88,19.38943,537.8889,2.666667,1.6
40,89,16.87213,566.75,2.666667,1.6
40,90,15.15114,688.5714,2.666667,1.6
40,91,14.19442,790.9091,2.666667,1.6
40,92,12.88814,800,2.666667,1.6
40,93,13.27736,781.6667,2.666667,1.6
40,94,14.13258,871.2,2.666667,1.6
42,1,9.782021,739.5,2.666667,1.4
42,2,8.903934,709.7143,2.666667,1.4
42,3,8.433544,696,2.666667,1.4
42,4,9.718064,681.2308,2.666667,1.4
42,5,9.046049,798.1667,2.666667,1.4
42,6,8.404849,781.3333,2.666667,1.4
42,7,7.773167,728.1667,2.666667,1.4
42,8,7.072882,713,2.666667,1.4
42,9,6.447717,735.6667,2.666667,1.4
42,10,6.195776,744,2.666667,1.4
42,11,6.622465,687,2.666667,1.4
42,12,9.341313,666.7143,2.666667,1.4
42,13,10.03581,614.5333,2.666667,1.4
42,14,9.580705,655.3333,2.666667,1.4
42,15,9.187772,727.8333,2.666667,1.4
42,16,8.725486,753.6923,2.666667,1.4
42,17,8.062199,726.4615,2.666667,1.4
42,18,7.161629,740.8333,2.666667,1.4
42,19,6.007875,775.1667,2.666667,1.4
42,20,4.947341,734.7692,2.666667,1.4
42,21,6.975698,741.5,2.666667,1.4
42,22,10.45842,653.8571,2.666667,1.4
42,23,10.34523,659.1429,2.666667,1.4
42,24,10.40783,629.8667,2.666667,1.4
42,25,10.34591,631.3333,2.666667,1.4
42,26,10.02521,967.7778,2.666667,1.4
42,27,9.793063,821.4545,2.666667,1.4
42,28,8.998489,737.2308,2.666667,1.4
42,29,8.050528,825.6364,2.666667,1.4
42,30,8.360559,727.2308,2.666667,1.4
42,31,9.427337,737.3846,2.666667,1.4
42,32,9.149927,732.1667,2.666667,1.4
42,33,9.055272,722.3077,2.666667,1.4
42,34,10.22184,727.3846,2.666667,1.4
42,35,10.21151,739.0769,2.666667,1.4
42,36,9.998459,725.3846,2.666667,1.4
42,37,9.206602,778.1667,2.666667,1.4
42,38,8.291625,694.9231,2.666667,1.4
42,39,8.67188,652.4286,2.666667,1.4
42,40,11.25839,668.2857,2.666667,1.4
42,41,11.71344,717.8462,2.666667,1.4
42,42,11.23496,699,2.666667,1.4
42,43,10.6718,738,2.666667,1.4
42,44,9.933143,726.7692,2.666667,1.4
42,45,8.918486,709.3846,2.666667,1.4
42,46,6.780431,736.8333,2.666667,1.4
42,47,6.591417,759.3333,2.666667,1.4
42,48,6.05747,705.1429,2.666667,1.4
42,49,5.312736,730.6667,2.666667,1.4
42,50,4.554687,725.3846,2.666667,1.4
42,51,3.981922,774.5,2.666667,1.4
42,52,3.405049,702.7692,2.666667,1.4
42,53,3.052899,702,2.666667,1.4
42,54,2.650224,739.2308,2.666667,1.4
42,55,2.530041,687.7143,2.666667,1.4
42,56,2.419285,756.6667,2.666667,1.4
42,57,2.638252,774.8333,2.666667,1.4
42,58,2.735999,782.5,2.666667,1.4
42,59,2.968471,768.6667,2.666667,1.4
42,60,2.974664,764,2.666667,1.4
42,61,2.93821,760.6667,2.666667,1.4
42,62,2.850117,771.6667,2.666667,1.4
42,63,2.571671,762,2.666667,1.4
42,64,2.197592,700.6154,2.666667,1.4
42,65,1.810593,710.9231,2.666667,1.4
42,66,1.45644,798,2.666667,1.4
42,67,NA,718.1538,2.666667,1.4
42,68,1.893246,744.1667,2.666667,1.4
42,69,2.301312,880.7273,2.666667,1.4
42,70,6.316888,672.4286,2.666667,1.4
42,71,6.945409,698.2857,2.666667,1.4
42,72,7.393565,686.3077,2.666667,1.4
42,73,8.046453,689.8571,2.666667,1.4
42,74,8.261961,735.5,2.666667,1.4
42,75,8.488118,747.0769,2.666667,1.4
42,76,9.428724,806.1818,2.666667,1.4
42,77,10.33583,705.8462,2.666667,1.4
42,78,10.14984,705.3846,2.666667,1.4
42,79,10.6413,631.3333,2.666667,1.4
42,80,10.69566,685.6923,2.666667,1.4
42,81,10.49884,725.0769,2.666667,1.4
42,82,10.15046,744.1538,2.666667,1.4
42,83,9.597474,791.8182,2.666667,1.4
42,84,8.831897,806.3333,2.666667,1.4
42,85,8.007817,722.4615,2.666667,1.4
42,86,7.717366,736.5,2.666667,1.4
42,87,10.97694,744.9231,2.666667,1.4
42,88,12.26153,783,2.666667,1.4
42,89,12.49096,735.1667,2.666667,1.4
42,90,14.33913,730.7692,2.666667,1.4
42,91,15.229,699.0769,2.666667,1.4
42,92,14.60965,793.4545,2.666667,1.4
42,93,15.23733,788.5,2.666667,1.4
42,94,14.51065,654.7143,2.666667,1.4
42,95,13.31219,700,2.666667,1.4
42,96,12.5464,690.7692,2.666667,1.4
42,97,12.12808,719.5385,2.666667,1.4
42,98,12.22689,750.3333,2.666667,1.4
42,99,14.10896,824.7273,2.666667,1.4
42,100,12.35999,880.6,2.666667,1.4
42,101,11.45186,822.7273,2.666667,1.4
42,102,10.53144,810,2.666667,1.4
42,103,11.10602,739.1667,2.666667,1.4
